temp,soil_moisture,ndvi,humidity,crop_loss,energy_load,transport_delay
38.388043981656246,32.31779364018609,0.3540742740070305,64.54140084902248,2.4171984186316866,39.77991095696387,15.284402737861091
39.9106309683421,49.23944398231909,0.943863217780969,52.40281128720659,0.0,38.41800393528079,15.775479743780647
44.03774713598676,18.64065571816549,0.9772276477987405,70.27113384325214,0.0,44.88064976384116,17.419653324834957
29.47396389338952,44.04339945906589,0.9226000200131538,82.87099403800057,0.0,37.20597353297278,11.605065553353178
32.17892733944923,87.00010390133451,0.4198357189772468,30.484411182623,0.0,28.62213137413906,12.787603791984244
37.03949242663274,3.6005655048084173,0.7606041842025479,46.75243980244563,2.227492877822886,35.27813265913204,14.663676133812586
35.1735912626763,75.94255215186762,0.4584604846696223,59.09269037861922,0.0,36.44005195959725,13.977744408136596
46.81122393702998,99.76271821634455,0.23228845818189914,38.37566129062525,0.0,40.442989014046034,18.678031883175613
26.119960415427894,88.38550118718389,0.45569667021464244,84.732859924973,0.0,35.23054427579413,10.35684483212823
32.24220868816067,33.62798328319747,0.5202705828399954,41.009589713520235,0.0,30.771464024416517,12.79282935869627
39.23844364915327,82.77002301665742,0.015787840904735728,84.87459286684232,0.0,44.44182912777575,15.692219891480361
27.3039351858026,24.19009140471513,0.942509525820532,26.0311976865556,0.0,24.31899416737294,10.733072169156936
44.50398042395015,44.47021975431061,0.4660477390383567,83.07379749004045,0.0,47.7675457947732,17.70838262177239
30.70795342459232,20.47195525853448,0.45978306618088527,61.882003274798336,0.016728811118110087,33.87196805217429,12.191224756600752
34.91865474796096,3.8423862129811526,0.6189154690566611,79.95003658952945,3.928302128952911,40.43306564147856,13.843678805373052
39.40988924333394,9.30975255620753,0.7930342210752268,32.26455987245968,1.0513344333001768,34.03983444482569,15.605348853118533
38.49173106433781,52.35613274908004,0.47946008485643266,42.93045131594574,0.0,35.53030200822562,15.30080040876384
29.58193617614772,94.06526508249028,0.39271400985783067,23.75314384925616,0.0,25.457984093154636,11.754231668487524
35.75997999619005,20.06070448652769,0.550504389044411,76.31997714855106,0.851690871248497,40.295981427043245,14.193891120667137
34.8246319912809,68.46788993900606,0.38478156953623655,43.35184875443943,0.0,33.047612144784516,13.852896482605114
25.967131583634846,30.14547119882779,0.12156559806492173,48.96409367787672,1.5086124708706512,27.969810844119735,10.362539513840956
48.26766057150562,2.2785073039498727,0.9710183997833196,38.1816214114983,4.029910098901457,41.4236866823536,19.112860548645585
